text,branch,semester,subject,subject_code,month,year,html_url,pdf_url
BTECH-IT-EE-5-SEM-COMPUTER-NETWORKS-24251-DEC-2018,IT,5,EE COMPUTER NETWORKS,24251,DEC,2018,https://www.mdustudy.com/papers/btech-it-ee-5-sem-computer-networks-24251-dec-2018.html,https://www.mdustudy.com/papers/btech-it-ee-5-sem-computer-networks-24251-dec-2018.pdf
BTECH-EE-7-SEM-ELECTRIC-DRIVES-AND-CONTROL-24421-DEC-2018,EE,7,ELECTRIC DRIVES AND CONTROL,24421,DEC,2018,https://www.mdustudy.com/papers/btech-ee-7-sem-electric-drives-and-control-24421-dec-2018.html,https://www.mdustudy.com/papers/btech-ee-7-sem-electric-drives-and-control-24421-dec-2018.pdf
BTECH-EE-7-SEM-ELECTRIC-DRIVES-AND-CONTROL-24421-MAY-2018,EE,7,ELECTRIC DRIVES AND CONTROL,24421,MAY,2018,https://www.mdustudy.com/papers/btech-ee-7-sem-electric-drives-and-control-24421-may-2018.html,https://www.mdustudy.com/papers/btech-ee-7-sem-electric-drives-and-control-24421-may-2018.pdf
BTECH-EE-7-SEM-ELECTRIC-DRIVES-CONTROL-24421-DEC-2018,EE,7,ELECTRIC DRIVES CONTROL,24421,DEC,2018,https://www.mdustudy.com/papers/btech-ee-7-sem-electric-drives-control-24421-dec-2018.html,https://www.mdustudy.com/papers/btech-ee-7-sem-electric-drives-control-24421-dec-2018.pdf
BTECH-EE-5-SEM-ELECTRICAL-MACHINE-2-24225-DEC-2018,EE,5,ELECTRICAL MACHINE 2,24225,DEC,2018,https://www.mdustudy.com/papers/btech-ee-5-sem-electrical-machine-2-24225-dec-2018.html,https://www.mdustudy.com/papers/btech-ee-5-sem-electrical-machine-2-24225-dec-2018.pdf
BTECH-EE-3-SEM-ELECTRICAL-MACHINES-1-24026-DEC-2018,EE,3,ELECTRICAL MACHINES 1,24026,DEC,2018,https://www.mdustudy.com/papers/btech-ee-3-sem-electrical-machines-1-24026-dec-2018.html,https://www.mdustudy.com/papers/btech-ee-3-sem-electrical-machines-1-24026-dec-2018.pdf
BTECH-EE-3-SEM-ELECTRICAL-MEASUREMENTS-AND-MEASURING-INSTRUMENTS-24027-DEC-2018,EE,3,ELECTRICAL MEASUREMENTS AND MEASURING INSTRUMENTS,24027,DEC,2018,https://www.mdustudy.com/papers/btech-ee-3-sem-electrical-measurements-and-measuring-instruments-24027-dec-2018.html,https://www.mdustudy.com/papers/btech-ee-3-sem-electrical-measurements-and-measuring-instruments-24027-dec-2018.pdf
BTECH-EE-6-SEM-ELECTRICAL-POWER-GENERATION-24323-MAY-2018,EE,6,ELECTRICAL POWER GENERATION,24323,MAY,2018,https://www.mdustudy.com/papers/btech-ee-6-sem-electrical-power-generation-24323-may-2018.html,https://www.mdustudy.com/papers/btech-ee-6-sem-electrical-power-generation-24323-may-2018.pdf
BTECH-EE-7-SEM-ELECTRICAL-POWER-QUALITY-24435-DEC-2018,EE,7,ELECTRICAL POWER QUALITY,24435,DEC,2018,https://www.mdustudy.com/papers/btech-ee-7-sem-electrical-power-quality-24435-dec-2018.html,https://www.mdustudy.com/papers/btech-ee-7-sem-electrical-power-quality-24435-dec-2018.pdf
BTECH-EE-7-SEM-ELECTRICAL-POWER-QUALITY-24435-MAY-2018,EE,7,ELECTRICAL POWER QUALITY,24435,MAY,2018,https://www.mdustudy.com/papers/btech-ee-7-sem-electrical-power-quality-24435-may-2018.html,https://www.mdustudy.com/papers/btech-ee-7-sem-electrical-power-quality-24435-may-2018.pdf
BTECH-1-SEM-ELECTRICAL-TECHNOLOGY-24007-DEC-2018,COMMON/N/A,1,ELECTRICAL TECHNOLOGY,24007,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-electrical-technology-24007-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-electrical-technology-24007-dec-2018.pdf
BTECH-2-SEM-ELECTRICAL-TECHNOLOGY-24007-MAY-2018,COMMON/N/A,2,ELECTRICAL TECHNOLOGY,24007,MAY,2018,https://www.mdustudy.com/papers/btech-2-sem-electrical-technology-24007-may-2018.html,https://www.mdustudy.com/papers/btech-2-sem-electrical-technology-24007-may-2018.pdf
BTECH-EE-2-SEM-ELECTRICAL-TECHNOLOGY-24007-MAY-2018,EE,2,ELECTRICAL TECHNOLOGY,24007,MAY,2018,https://www.mdustudy.com/papers/btech-ee-2-sem-electrical-technology-24007-may-2018.html,https://www.mdustudy.com/papers/btech-ee-2-sem-electrical-technology-24007-may-2018.pdf
BTECH-EE-4-SEM-ELECTRO-MAGNETIC-THEORY-24144-MAY-2018,EE,4,ELECTRO MAGNETIC THEORY,24144,MAY,2018,https://www.mdustudy.com/papers/btech-ee-4-sem-electro-magnetic-theory-24144-may-2018.html,https://www.mdustudy.com/papers/btech-ee-4-sem-electro-magnetic-theory-24144-may-2018.pdf
BTECH-ECE-3-SEM-ELECTRO-MECHANICAL-ENERGY-CONVERSION-24031-DEC-2018,ECE,3,ELECTRO MECHANICAL ENERGY CONVERSION,24031,DEC,2018,https://www.mdustudy.com/papers/btech-ece-3-sem-electro-mechanical-energy-conversion-24031-dec-2018.html,https://www.mdustudy.com/papers/btech-ece-3-sem-electro-mechanical-energy-conversion-24031-dec-2018.pdf
BTECH-EE-3-SEM-ELECTRONIC-DEVICES-AND-CIRCUITS-24024-DEC-2018,EE,3,ELECTRONIC DEVICES AND CIRCUITS,24024,DEC,2018,https://www.mdustudy.com/papers/btech-ee-3-sem-electronic-devices-and-circuits-24024-dec-2018.html,https://www.mdustudy.com/papers/btech-ee-3-sem-electronic-devices-and-circuits-24024-dec-2018.pdf
BTECH-ECE-5-SEM-ELECTRONIC-MEASUREMENT-AND-INSTRUMENTATION-24236-DEC-2018,ECE,5,ELECTRONIC MEASUREMENT AND INSTRUMENTATION,24236,DEC,2018,https://www.mdustudy.com/papers/btech-ece-5-sem-electronic-measurement-and-instrumentation-24236-dec-2018.html,https://www.mdustudy.com/papers/btech-ece-5-sem-electronic-measurement-and-instrumentation-24236-dec-2018.pdf
BTECH-EE-5-SEM-ELECTRONIC-MEASUREMENT-AND-INSTRUMENTATION-24226-DEC-2018,EE,5,ELECTRONIC MEASUREMENT AND INSTRUMENTATION,24226,DEC,2018,https://www.mdustudy.com/papers/btech-ee-5-sem-electronic-measurement-and-instrumentation-24226-dec-2018.html,https://www.mdustudy.com/papers/btech-ee-5-sem-electronic-measurement-and-instrumentation-24226-dec-2018.pdf
BTECH-AUE-4-SEM-ENGINEERING-ANALYSIS-AND-NUMERICAL-METHODS-24219-MAY-2018,AUE,4,ENGINEERING ANALYSIS AND NUMERICAL METHODS,24219,MAY,2018,https://www.mdustudy.com/papers/btech-aue-4-sem-engineering-analysis-and-numerical-methods-24219-may-2018.html,https://www.mdustudy.com/papers/btech-aue-4-sem-engineering-analysis-and-numerical-methods-24219-may-2018.pdf
BTECH-1-SEM-ENGINEERING-CHEMISTRY-24005-DEC-2018,COMMON/N/A,1,ENGINEERING CHEMISTRY,24005,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-engineering-chemistry-24005-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-engineering-chemistry-24005-dec-2018.pdf
BTECH-2-SEM-ENGINEERING-CHEMISTRY-24005-MAY-2018,COMMON/N/A,2,ENGINEERING CHEMISTRY,24005,MAY,2018,https://www.mdustudy.com/papers/btech-2-sem-engineering-chemistry-24005-may-2018.html,https://www.mdustudy.com/papers/btech-2-sem-engineering-chemistry-24005-may-2018.pdf
BTECH-1-SEM-ENGINEERING-CHEMISTRY-1-3006-DEC-2018,COMMON/N/A,1,ENGINEERING CHEMISTRY 1,3006,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-engineering-chemistry-1-3006-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-engineering-chemistry-1-3006-dec-2018.pdf
BTECH-CIVIL-6-SEM-ENGINEERING-GEOLOGY-24383-MAY-2018,CIVIL,6,ENGINEERING GEOLOGY,24383,MAY,2018,https://www.mdustudy.com/papers/btech-civil-6-sem-engineering-geology-24383-may-2018.html,https://www.mdustudy.com/papers/btech-civil-6-sem-engineering-geology-24383-may-2018.pdf
BTECH-ME-3-SEM-ENGINEERING-MECHANICS-24048-DEC-2018,ME,3,ENGINEERING MECHANICS,24048,DEC,2018,https://www.mdustudy.com/papers/btech-me-3-sem-engineering-mechanics-24048-dec-2018.html,https://www.mdustudy.com/papers/btech-me-3-sem-engineering-mechanics-24048-dec-2018.pdf
BTECH-1-SEM-ENGLISH-3014-DEC-2018,COMMON/N/A,1,ENGLISH,3014,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-english-3014-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-english-3014-dec-2018.pdf
BTECH-CIVIL-7-SEM-ENVIRONMENTAL-POLLUTION-AND-CONTROL-24518-DEC-2018,CIVIL,7,ENVIRONMENTAL POLLUTION AND CONTROL,24518,DEC,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-environmental-pollution-and-control-24518-dec-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-environmental-pollution-and-control-24518-dec-2018.pdf
BTECH-CIVIL-7-SEM-ENVIRONMENTAL-POLLUTION-AND-CONTROL-24518-MAY-2018,CIVIL,7,ENVIRONMENTAL POLLUTION AND CONTROL,24518,MAY,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-environmental-pollution-and-control-24518-may-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-environmental-pollution-and-control-24518-may-2018.pdf
BTECH-CIVIL-7-SEM-ENVIRONMENTAL-POLLUTION-CONTROL-24518-DEC-2018,CIVIL,7,ENVIRONMENTAL POLLUTION CONTROL,24518,DEC,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-environmental-pollution-control-24518-dec-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-environmental-pollution-control-24518-dec-2018.pdf
BTECH-1-SEM-ESSETENTIALS-OF-COMMUNICATION-24001-DEC-2018,COMMON/N/A,1,ESSETENTIALS OF COMMUNICATION,24001,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-essetentials-of-communication-24001-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-essetentials-of-communication-24001-dec-2018.pdf
BTECH-CIVIL-7-SEM-ESTIMATING-AND-COSTING-24513-DEC-2018,CIVIL,7,ESTIMATING AND COSTING,24513,DEC,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-estimating-and-costing-24513-dec-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-estimating-and-costing-24513-dec-2018.pdf
BTECH-CIVIL-7-SEM-ESTIMATING-AND-COSTING-24513-MAY-2018,CIVIL,7,ESTIMATING AND COSTING,24513,MAY,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-estimating-and-costing-24513-may-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-estimating-and-costing-24513-may-2018.pdf
BTECH-ME-5-SEM-FLUID-MACHINE-24259-DEC-2018,ME,5,FLUID MACHINE,24259,DEC,2018,https://www.mdustudy.com/papers/btech-me-5-sem-fluid-machine-24259-dec-2018.html,https://www.mdustudy.com/papers/btech-me-5-sem-fluid-machine-24259-dec-2018.pdf
BTECH-ME-4-SEM-FLUID-MECHANICS-24172-MAY-2018,ME,4,FLUID MECHANICS,24172,MAY,2018,https://www.mdustudy.com/papers/btech-me-4-sem-fluid-mechanics-24172-may-2018.html,https://www.mdustudy.com/papers/btech-me-4-sem-fluid-mechanics-24172-may-2018.pdf
BTECH-CIVIL-3-SEM-FLUID-MECHANICS-1-24066-DEC-2018,CIVIL,3,FLUID MECHANICS 1,24066,DEC,2018,https://www.mdustudy.com/papers/btech-civil-3-sem-fluid-mechanics-1-24066-dec-2018.html,https://www.mdustudy.com/papers/btech-civil-3-sem-fluid-mechanics-1-24066-dec-2018.pdf
BTECH-CIVIL-4-SEM-FLUID-MECHANICS-2-24196-MAY-2018,CIVIL,4,FLUID MECHANICS 2,24196,MAY,2018,https://www.mdustudy.com/papers/btech-civil-4-sem-fluid-mechanics-2-24196-may-2018.html,https://www.mdustudy.com/papers/btech-civil-4-sem-fluid-mechanics-2-24196-may-2018.pdf
BTECH-AUE-3-SEM-FLUID-MECHANICS-AND-MACHINERY-24087-DEC-2018,AUE,3,FLUID MECHANICS AND MACHINERY,24087,DEC,2018,https://www.mdustudy.com/papers/btech-aue-3-sem-fluid-mechanics-and-machinery-24087-dec-2018.html,https://www.mdustudy.com/papers/btech-aue-3-sem-fluid-mechanics-and-machinery-24087-dec-2018.pdf
BTECH-2-SEM-FUNDAMENTAL-OF-COMPUTER-AND-PROGRAMMING-IN-C-24006-MAY-2018,COMMON/N/A,2,FUNDAMENTAL OF COMPUTER AND PROGRAMMING IN C,24006,MAY,2018,https://www.mdustudy.com/papers/btech-2-sem-fundamental-of-computer-and-programming-in-c-24006-may-2018.html,https://www.mdustudy.com/papers/btech-2-sem-fundamental-of-computer-and-programming-in-c-24006-may-2018.pdf
BTECH-1-SEM-FUNDAMENTALS-OF-COMPUTER-AND-PRGRAMMMING-IN-C-24006-DEC-2018,COMMON/N/A,1,FUNDAMENTALS OF COMPUTER AND PRGRAMMMING IN C,24006,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-fundamentals-of-computer-and-prgrammming-in-c-24006-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-fundamentals-of-computer-and-prgrammming-in-c-24006-dec-2018.pdf
BTECH-1-SEM-FUNDAMENTALS-OF-COMPUTER-AND-PROGRAMMING-IN-C-24006-DEC-2018,COMMON/N/A,1,FUNDAMENTALS OF COMPUTER AND PROGRAMMING IN C,24006,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-fundamentals-of-computer-and-programming-in-c-24006-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-fundamentals-of-computer-and-programming-in-c-24006-dec-2018.pdf
BTECH-2-SEM-FUNDAMENTALS-OF-COMPUTER-AND-PROGRAMMING-IN-C-24006-MAY-2018,COMMON/N/A,2,FUNDAMENTALS OF COMPUTER AND PROGRAMMING IN C,24006,MAY,2018,https://www.mdustudy.com/papers/btech-2-sem-fundamentals-of-computer-and-programming-in-c-24006-may-2018.html,https://www.mdustudy.com/papers/btech-2-sem-fundamentals-of-computer-and-programming-in-c-24006-may-2018.pdf
BTECH-CIVIL-6-SEM-GEOTECHNOLOGY-24280-MAY-2018,CIVIL,6,GEOTECHNOLOGY,24280,MAY,2018,https://www.mdustudy.com/papers/btech-civil-6-sem-geotechnology-24280-may-2018.html,https://www.mdustudy.com/papers/btech-civil-6-sem-geotechnology-24280-may-2018.pdf
BTECH-CIVIL-7-SEM-GROUND-WATER-24516-MAY-2018,CIVIL,7,GROUND WATER,24516,MAY,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-ground-water-24516-may-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-ground-water-24516-may-2018.pdf
BTECH-CIVIL-7-SEM-GROUND-WATER-ENGINEERING-24516-DEC-2018,CIVIL,7,GROUND WATER ENGINEERING,24516,DEC,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-ground-water-engineering-24516-dec-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-ground-water-engineering-24516-dec-2018.pdf
BTECH-CIVIL-7-SEM-GROUND-WATER-ENGINEERING-24516-MAY-2018,CIVIL,7,GROUND WATER ENGINEERING,24516,MAY,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-ground-water-engineering-24516-may-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-ground-water-engineering-24516-may-2018.pdf
BTECH-ME-6-SEM-HEAT-TRANSFER-24356-MAY-2018,ME,6,HEAT TRANSFER,24356,MAY,2018,https://www.mdustudy.com/papers/btech-me-6-sem-heat-transfer-24356-may-2018.html,https://www.mdustudy.com/papers/btech-me-6-sem-heat-transfer-24356-may-2018.pdf
BTECH-EE-7-SEM-HIGH-VOLTAGE-ENGINEERING-24434-MAY-2018,EE,7,HIGH VOLTAGE ENGINEERING,24434,MAY,2018,https://www.mdustudy.com/papers/btech-ee-7-sem-high-voltage-engineering-24434-may-2018.html,https://www.mdustudy.com/papers/btech-ee-7-sem-high-voltage-engineering-24434-may-2018.pdf
BTECH-CIVIL-7-SEM-HYDRO-POWER-ENGINEERING-24515-DEC-2018,CIVIL,7,HYDRO POWER ENGINEERING,24515,DEC,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-hydro-power-engineering-24515-dec-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-hydro-power-engineering-24515-dec-2018.pdf
BTECH-CIVIL-5-SEM-HYDROLOGY-24292-DEC-2018,CIVIL,5,HYDROLOGY,24292,DEC,2018,https://www.mdustudy.com/papers/btech-civil-5-sem-hydrology-24292-dec-2018.html,https://www.mdustudy.com/papers/btech-civil-5-sem-hydrology-24292-dec-2018.pdf
BTECH-CIVIL-7-SEM-HYDROPOWER-ENGINEERING-24515-DEC-2018,CIVIL,7,HYDROPOWER ENGINEERING,24515,DEC,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-hydropower-engineering-24515-dec-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-hydropower-engineering-24515-dec-2018.pdf
BTECH-CIVIL-7-SEM-HYDROPOWER-ENGINEERING-24515-MAY-2018,CIVIL,7,HYDROPOWER ENGINEERING,24515,MAY,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-hydropower-engineering-24515-may-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-hydropower-engineering-24515-may-2018.pdf
BTECH-ME-6-SEM-INDUSTRIAL-ENGINEERING-24359-MAY-2018,ME,6,INDUSTRIAL ENGINEERING,24359,MAY,2018,https://www.mdustudy.com/papers/btech-me-6-sem-industrial-engineering-24359-may-2018.html,https://www.mdustudy.com/papers/btech-me-6-sem-industrial-engineering-24359-may-2018.pdf
BTECH-CSE-6-SEM-INTELLIGENT-SYSTEMS-24333-MAY-2018,CSE,6,INTELLIGENT SYSTEMS,24333,MAY,2018,https://www.mdustudy.com/papers/btech-cse-6-sem-intelligent-systems-24333-may-2018.html,https://www.mdustudy.com/papers/btech-cse-6-sem-intelligent-systems-24333-may-2018.pdf
BTECH-IT-6-SEM-INTELLIGENT-SYSTEMS-24333-MAY-2018,IT,6,INTELLIGENT SYSTEMS,24333,MAY,2018,https://www.mdustudy.com/papers/btech-it-6-sem-intelligent-systems-24333-may-2018.html,https://www.mdustudy.com/papers/btech-it-6-sem-intelligent-systems-24333-may-2018.pdf
BTECH-ME-5-SEM-INTERNAL-COMBUSTION-ENGINE-AND-GAS-TURBINE-24260-DEC-2018,ME,5,INTERNAL COMBUSTION ENGINE AND GAS TURBINE,24260,DEC,2018,https://www.mdustudy.com/papers/btech-me-5-sem-internal-combustion-engine-and-gas-turbine-24260-dec-2018.html,https://www.mdustudy.com/papers/btech-me-5-sem-internal-combustion-engine-and-gas-turbine-24260-dec-2018.pdf
BTECH-ME-5-SEM-INTERNAL-COMBUSTION-ENGINE-AND-GAS-TURBINES-24260-DEC-2018,ME,5,INTERNAL COMBUSTION ENGINE AND GAS TURBINES,24260,DEC,2018,https://www.mdustudy.com/papers/btech-me-5-sem-internal-combustion-engine-and-gas-turbines-24260-dec-2018.html,https://www.mdustudy.com/papers/btech-me-5-sem-internal-combustion-engine-and-gas-turbines-24260-dec-2018.pdf
BTECH-CSE-4-SEM-INTERNET-FUNDAMENTALS-24163-MAY-2018,CSE,4,INTERNET FUNDAMENTALS,24163,MAY,2018,https://www.mdustudy.com/papers/btech-cse-4-sem-internet-fundamentals-24163-may-2018.html,https://www.mdustudy.com/papers/btech-cse-4-sem-internet-fundamentals-24163-may-2018.pdf
BTECH-ECE-1-SEM-INTRODUCTION-TO-ELECTROMAGNETIC-THEORY-3001-DEC-2018,ECE,1,INTRODUCTION TO ELECTROMAGNETIC THEORY,3001,DEC,2018,https://www.mdustudy.com/papers/btech-ece-1-sem-introduction-to-electromagnetic-theory-3001-dec-2018.html,https://www.mdustudy.com/papers/btech-ece-1-sem-introduction-to-electromagnetic-theory-3001-dec-2018.pdf
BTECH-CIVIL-6-SEM-IRRIGATION-ENGINEERING-1-24379-MAY-2018,CIVIL,6,IRRIGATION ENGINEERING 1,24379,MAY,2018,https://www.mdustudy.com/papers/btech-civil-6-sem-irrigation-engineering-1-24379-may-2018.html,https://www.mdustudy.com/papers/btech-civil-6-sem-irrigation-engineering-1-24379-may-2018.pdf
BTECH-CIVIL-7-SEM-IRRIGATION-ENGINEERING-2-24514-DEC-2018,CIVIL,7,IRRIGATION ENGINEERING 2,24514,DEC,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-irrigation-engineering-2-24514-dec-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-irrigation-engineering-2-24514-dec-2018.pdf
BTECH-CIVIL-7-SEM-IRRIGATION-ENGINEERING-2-24514-MAY-2018,CIVIL,7,IRRIGATION ENGINEERING 2,24514,MAY,2018,https://www.mdustudy.com/papers/btech-civil-7-sem-irrigation-engineering-2-24514-may-2018.html,https://www.mdustudy.com/papers/btech-civil-7-sem-irrigation-engineering-2-24514-may-2018.pdf
BTECH-CSE-IT-5-SEM-COMPUTER-GRAPHICS-24253-DEC-2018,CSE,5,IT COMPUTER GRAPHICS,24253,DEC,2018,https://www.mdustudy.com/papers/btech-cse-it-5-sem-computer-graphics-24253-dec-2018.html,https://www.mdustudy.com/papers/btech-cse-it-5-sem-computer-graphics-24253-dec-2018.pdf
BTECH-CSE-IT-3-SEM-DATA-STRUCTURE-USING-C-24032-DEC-2018,CSE,3,IT DATA STRUCTURE USING C,24032,DEC,2018,https://www.mdustudy.com/papers/btech-cse-it-3-sem-data-structure-using-c-24032-dec-2018.html,https://www.mdustudy.com/papers/btech-cse-it-3-sem-data-structure-using-c-24032-dec-2018.pdf
BTECH-CSE-IT-3-SEM-DISCRETE-STRUCTURE-24041-DEC-2018,CSE,3,IT DISCRETE STRUCTURE,24041,DEC,2018,https://www.mdustudy.com/papers/btech-cse-it-3-sem-discrete-structure-24041-dec-2018.html,https://www.mdustudy.com/papers/btech-cse-it-3-sem-discrete-structure-24041-dec-2018.pdf
BTECH-CSE-IT-5-SEM-MICROPROCESSING-AND-INTERFACING-24230-DEC-2018,CSE,5,IT MICROPROCESSING AND INTERFACING,24230,DEC,2018,https://www.mdustudy.com/papers/btech-cse-it-5-sem-microprocessing-and-interfacing-24230-dec-2018.html,https://www.mdustudy.com/papers/btech-cse-it-5-sem-microprocessing-and-interfacing-24230-dec-2018.pdf
BTECH-CSE-IT-4-SEM-MULTIMEDIA-TECHNOLOGIES-24166-MAY-2018,CSE,4,IT MULTIMEDIA TECHNOLOGIES,24166,MAY,2018,https://www.mdustudy.com/papers/btech-cse-it-4-sem-multimedia-technologies-24166-may-2018.html,https://www.mdustudy.com/papers/btech-cse-it-4-sem-multimedia-technologies-24166-may-2018.pdf
BTECH-CSE-IT-5-SEM-PRINCIPLES-OF-OPERATING-SYSTEMS-24252-DEC-2018,CSE,5,IT PRINCIPLES OF OPERATING SYSTEMS,24252,DEC,2018,https://www.mdustudy.com/papers/btech-cse-it-5-sem-principles-of-operating-systems-24252-dec-2018.html,https://www.mdustudy.com/papers/btech-cse-it-5-sem-principles-of-operating-systems-24252-dec-2018.pdf
BTECH-CSE-IT-7-SEM-SOFTWARE-PROJECT-MANAGEMENT-24466-DEC-2018,CSE,7,IT SOFTWARE PROJECT MANAGEMENT,24466,DEC,2018,https://www.mdustudy.com/papers/btech-cse-it-7-sem-software-project-management-24466-dec-2018.html,https://www.mdustudy.com/papers/btech-cse-it-7-sem-software-project-management-24466-dec-2018.pdf
BTECH-CSE-IT-6-SEM-SYSTEM-PROGRAMMING-AND-SYSTEM-ADMINISTRATION-24361-MAY-2018,CSE,6,IT SYSTEM PROGRAMMING AND SYSTEM ADMINISTRATION,24361,MAY,2018,https://www.mdustudy.com/papers/btech-cse-it-6-sem-system-programming-and-system-administration-24361-may-2018.html,https://www.mdustudy.com/papers/btech-cse-it-6-sem-system-programming-and-system-administration-24361-may-2018.pdf
BTECH-ME-4-SEM-KINEMATICS-OF-MACHINE-24170-MAY-2018,ME,4,KINEMATICS OF MACHINE,24170,MAY,2018,https://www.mdustudy.com/papers/btech-me-4-sem-kinematics-of-machine-24170-may-2018.html,https://www.mdustudy.com/papers/btech-me-4-sem-kinematics-of-machine-24170-may-2018.pdf
BTECH-EE-7-SEM-LANGUAGE-SKILLS-FOR-ENGINEERS-24425-DEC-2018,EE,7,LANGUAGE SKILLS FOR ENGINEERS,24425,DEC,2018,https://www.mdustudy.com/papers/btech-ee-7-sem-language-skills-for-engineers-24425-dec-2018.html,https://www.mdustudy.com/papers/btech-ee-7-sem-language-skills-for-engineers-24425-dec-2018.pdf
BTECH-ME-4-SEM-MANUFACTURING-TECHNOLOGY-1-24169-MAY-2018,ME,4,MANUFACTURING TECHNOLOGY 1,24169,MAY,2018,https://www.mdustudy.com/papers/btech-me-4-sem-manufacturing-technology-1-24169-may-2018.html,https://www.mdustudy.com/papers/btech-me-4-sem-manufacturing-technology-1-24169-may-2018.pdf
BTECH-ME-5-SEM-MANUFACTURING-TECHNOLOGY-2-24261-DEC-2018,ME,5,MANUFACTURING TECHNOLOGY 2,24261,DEC,2018,https://www.mdustudy.com/papers/btech-me-5-sem-manufacturing-technology-2-24261-dec-2018.html,https://www.mdustudy.com/papers/btech-me-5-sem-manufacturing-technology-2-24261-dec-2018.pdf
BTECH-ME-3-SEM-MATERIAL-SCIENCE-24049-DEC-2018,ME,3,MATERIAL SCIENCE,24049,DEC,2018,https://www.mdustudy.com/papers/btech-me-3-sem-material-science-24049-dec-2018.html,https://www.mdustudy.com/papers/btech-me-3-sem-material-science-24049-dec-2018.pdf
BTECH-AUE-5-SEM-MATERIALS-SCIENCE-TECHNOLOGY-24408-DEC-2018,AUE,5,MATERIALS SCIENCE TECHNOLOGY,24408,DEC,2018,https://www.mdustudy.com/papers/btech-aue-5-sem-materials-science-technology-24408-dec-2018.html,https://www.mdustudy.com/papers/btech-aue-5-sem-materials-science-technology-24408-dec-2018.pdf
BTECH-1-SEM-MATHEMATICS-1-24002-DEC-2018,COMMON/N/A,1,MATHEMATICS 1,24002,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-mathematics-1-24002-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-mathematics-1-24002-dec-2018.pdf
BTECH-1-SEM-MATHEMATICS-1-3007-DEC-2018,COMMON/N/A,1,MATHEMATICS 1,3007,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-mathematics-1-3007-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-mathematics-1-3007-dec-2018.pdf
BTECH-1-SEM-MATHEMATICS-1-3008-DEC-2018,COMMON/N/A,1,MATHEMATICS 1,3008,DEC,2018,https://www.mdustudy.com/papers/btech-1-sem-mathematics-1-3008-dec-2018.html,https://www.mdustudy.com/papers/btech-1-sem-mathematics-1-3008-dec-2018.pdf
BTECH-ME-1-SEM-MATHEMATICS-1-CALCULUS-AND-MATRICES-3007-DEC-2018,ME,1,MATHEMATICS 1 CALCULUS AND MATRICES,3007,DEC,2018,https://www.mdustudy.com/papers/btech-me-1-sem-mathematics-1-calculus-and-matrices-3007-dec-2018.html,https://www.mdustudy.com/papers/btech-me-1-sem-mathematics-1-calculus-and-matrices-3007-dec-2018.pdf
BTECH-2-SEM-MATHEMATICS-2-24018-MAY-2018,COMMON/N/A,2,MATHEMATICS 2,24018,MAY,2018,https://www.mdustudy.com/papers/btech-2-sem-mathematics-2-24018-may-2018.html,https://www.mdustudy.com/papers/btech-2-sem-mathematics-2-24018-may-2018.pdf
